parent id	parent name	child id	child name
FMA8657	left upper lobar vein	FMA9438	left posterior segmental vein
newnode_pulmonary_veins	pulmonary veins	FMA49913	left inferior pulmonary vein
FMA49913	left inferior pulmonary vein	FMA8676	left common basal vein
FMA8676	left common basal vein	FMA8677	left superior basal vein
FMA8677	left superior basal vein	FMA9450	left lateral basal segmental vein
FMA8677	left superior basal vein	FMA8678	left anterior basal segmental vein
FMA8676	left common basal vein	FMA8679	left inferior basal vein
FMA8679	left inferior basal vein	FMA9451	left posterior basal segmental vein
newnode_pulmonary_veins	pulmonary veins	FMA49911	right inferior pulmonary vein
FMA49911	right inferior pulmonary vein	FMA8670	right superior segmental vein
FMA49911	right inferior pulmonary vein	FMA8671	right common basal vein
FMA8671	right common basal vein	FMA8674	right inferior basal vein
FMA8674	right inferior basal vein	FMA9428	right posterior basal segmental vein
FMA8674	right inferior basal vein	FMA9422	right medial basal segmental vein
FMA8671	right common basal vein	FMA8672	right superior basal vein
FMA8672	right superior basal vein	FMA8673	right anterior basal segmental vein
FMA8672	right superior basal vein	FMA9425	right lateral basal segmental vein
FMA45621	pulmonary circulation	FMA45842	pulmonary arterial tree
FMA45842	pulmonary arterial tree	FMA8612	pulmonary trunk
FMA8612	pulmonary trunk	FMA50872	right pulmonary artery
FMA50872	right pulmonary artery	FMA68196	middle lobar artery
FMA68196	middle lobar artery	FMA68193	medial segmental artery
FMA68193	medial segmental artery	FMA68693	superior branch of medial segmental artery
FMA68193	medial segmental artery	FMA68694	inferior branch of medial segmental artery
FMA68196	middle lobar artery	FMA68194	lateral segmental artery
FMA68194	lateral segmental artery	FMA68691	anterior branch of lateral segmental artery
FMA68194	lateral segmental artery	FMA68690	posterior branch of lateral segmental artery
FMA50872	right pulmonary artery	FMA68197	right upper lobar artery
FMA68197	right upper lobar artery	FMA8620	right anterior segmental artery
FMA8620	right anterior segmental artery	FMA68683	anterior branch of right anterior segmental artery
FMA8620	right anterior segmental artery	FMA68677	posterior branch of right anterior segmental artery
FMA68197	right upper lobar artery	FMA8619	right posterior segmental artery
FMA8619	right posterior segmental artery	FMA68673	posterior part of right posterior segmental artery
FMA8619	right posterior segmental artery	FMA68670	apical part of right posterior segmental artery
FMA68197	right upper lobar artery	FMA68659	apicoposterior division of right upper lobar artery
FMA68197	right upper lobar artery	FMA8617	right apical segmental artery
FMA8617	right apical segmental artery	FMA68665	anterior part of right apical segmental artery
FMA8617	right apical segmental artery	FMA68662	apical part of right apical segmental artery
FMA50872	right pulmonary artery	FMA68200	right lower lobar artery
FMA68200	right lower lobar artery	FMA68845	right basal segmental artery
FMA68845	right basal segmental artery	FMA8630	right anterior basal segmental artery
FMA8630	right anterior basal segmental artery	FMA68723	basal branch of right anterior basal segmental artery
FMA8630	right anterior basal segmental artery	FMA68725	lateral branch of right anterior basal segmental artery
FMA68845	right basal segmental artery	FMA8632	right posterior basal segmental artery
FMA8632	right posterior basal segmental artery	FMA68735	accessory subsuperior branch of right posterior basal segmental artery
FMA8632	right posterior basal segmental artery	FMA68738	laterobasal branch of right posterior basal segmental artery
FMA8632	right posterior basal segmental artery	FMA68741	mediobasal branch of right posterior basal segmental artery
FMA68845	right basal segmental artery	FMA8631	right lateral basal segmental artery
FMA8631	right lateral basal segmental artery	FMA68728	lateral branch of right lateral basal segmental artery
FMA68200	right lower lobar artery	FMA8627	right superior segmental artery
FMA8627	right superior segmental artery	FMA68709	superior branch of right superior segmental artery
FMA8627	right superior segmental artery	FMA68706	medial branch of right superior segmental artery
FMA8627	right superior segmental artery	FMA68712	lateral branch of right superior segmental artery
FMA8612	pulmonary trunk	FMA50873	left pulmonary artery
FMA50873	left pulmonary artery	FMA68201	left lower lobar artery
FMA68201	left lower lobar artery	FMA68846	left basal segmental artery
FMA68846	left basal segmental artery	FMA8647	left posterior basal segmental artery
FMA68846	left basal segmental artery	FMA68843	antero-medial basal segmental artery
FMA68843	antero-medial basal segmental artery	FMA8644	left medial basal segmental artery
FMA68843	antero-medial basal segmental artery	FMA8645	left anterior basal segmental artery
FMA68846	left basal segmental artery	FMA8646	left lateral basal segmental artery
FMA68201	left lower lobar artery	FMA8642	left superior segmental artery
FMA50873	left pulmonary artery	FMA68198	left upper lobar artery
FMA68198	left upper lobar artery	FMA8635	left posterior segmental artery
FMA68198	left upper lobar artery	FMA8640	inferior lingular artery
FMA68198	left upper lobar artery	FMA8639	superior lingular artery
FMA68198	left upper lobar artery	FMA13279	left anterior segmental artery
FMA68198	left upper lobar artery	FMA8634	left apical segmental artery
FMA20394	human body	newnode5875634	lymphatic system
newnode5875634	lymphatic system	FMA7196	spleen
newnode5875634	lymphatic system	FMA9607	thymus
FMA9607	thymus	FMA71195	left lobe of thymus
FMA9607	thymus	FMA71194	right lobe of thymus
FMA20394	human body	FMA9668	endocrine system
FMA9668	endocrine system	FMA15630	left adrenal gland
FMA9668	endocrine system	FMA15629	right adrenal gland
FMA9668	endocrine system	FMA13889	pituitary gland
FMA20394	human body	FMA7152	digestive system
FMA7152	digestive system	FMA7198	pancreas
FMA7198	pancreas	FMA63103	pancreatic duct tree
FMA7152	digestive system	FMA71132	gastrointestinal tract
FMA71132	gastrointestinal tract	FMA49177	upper gastrointestinal tract
FMA49177	upper gastrointestinal tract	FMA7200	small intestine
FMA7200	small intestine	FMA7207	jejunum
FMA7207	jejunum	FMA16983	distal part of jejunum
FMA7207	jejunum	FMA16981	proximal part of jejunum
FMA7207	jejunum	FMA16982	middle part of jejunum
FMA7200	small intestine	FMA7206	duodenum
FMA7200	small intestine	FMA7208	ileum
FMA7208	ileum	FMA14964	proximal part of ileum
FMA7208	ileum	FMA14966	distal part of ileum
FMA14966	distal part of ileum	FMA17181	wall of distal part of ileum
FMA17181	wall of distal part of ileum	FMA11338	ileocecal junction
FMA7208	ileum	FMA14965	middle part of ileum
FMA49177	upper gastrointestinal tract	FMA7131	esophagus
FMA49177	upper gastrointestinal tract	FMA7148	stomach
FMA49177	upper gastrointestinal tract	FMA55130	epiglottis
FMA49177	upper gastrointestinal tract	FMA49184	mouth
FMA49184	mouth	FMA12516	teeth
